TYPE,CATEGORY,QUESTION,help text,image video,is_required,correct_answers,"correct_feedback
",incorrect_feedback,correct answers texts(optional),choice 1,choice 2,choice 3,choice 4,choice 5,choice 6,choice 7,choice 8,choice 9,choice 10,choice 11,,,,
CHOICE,present simple,___ ask Zed what happened in the kitchen on Saturday. He's still upset about it!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Don't,Don't,Doesn't,Didn't,To do,,,,,,,,,,,
CHOICE,present simple,___ ask Zed what happened in the train on Friday. He's still upset about it!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Don't,Don't,Doesn't,Didn't,To do,,,,,,,,,,,
CHOICE,present simple,___ ask Zed what happened in the trunk of the car on Friday. He's still upset about it!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Don't,Don't,Doesn't,Didn't,To do,,,,,,,,,,,
CHOICE,present simple,___Axel like champagne? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Barry like ginger tea? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Dave like tomato juice? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___David like soda? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___David like vodka? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Edward like ginger tea? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Edward like soy milk? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Edward like tomato juice? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Edward like water? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Francis like ginger tea? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Francis like ginger tea? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Frank like beer? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Frank like juice? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Gabe like bourbon? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Gary like grape juice? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Gary like soy milk? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___George like sparkling water? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Gil like almond milk? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Harold like ginger tea? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Jack like tomato juice? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Larry like tea? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Norm like milk? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___Norm like vodka? I thought he did!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Doesn't,Doesn't,Don't,Did not,to do,,,,,,,,,,,
CHOICE,present simple,___they like almond milk?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___they like almond milk?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___they like juice?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___they like soda?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___they like soda?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___they like tomato juice?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___they like water?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___they like water?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___they like water?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___they like wine?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___they like wine?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___you drink champagne?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___you drink champagne?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___you drink champagne?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___you drink goat milk?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___you drink milk?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___you drink soda?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___you drink sparkling wine?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___you drink tomato juice?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___you drink water?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,___you drink wine?,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,Do,Do,Does,Doesn't,,,,,,,,,,,,
CHOICE,present simple,Alice___ amazing impressions of Edgar. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Alison___ amazing impressions of Barry. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Amelia___ amazing impressions of Kip. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Betty___ amazing impressions of Larry. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Cathy___ amazing impressions of Tom. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Cathy___ amazing impressions of Zed. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Deborah___ amazing impressions of Bob. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Deborah___ amazing impressions of Jason. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Fiona___ amazing impressions of Dave. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Fiona___ amazing impressions of Henry. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Francis___ amazing impressions of Jack. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,"Has anyone  told Abe about the Amstor project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has anyone  told Axel about the ArcelorMittal Krivoy Rog project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has anyone  told Charles about the Oracle project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has anyone  told David about the Tesla project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has anyone  told Francis about the Global Spirits project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has anyone  told Hank about the Amstor project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has anyone  told Harold about the Karpatneftekhim project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has anyone  told Tom about the Alliance Oil  project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has anyone  told Victor about the Donetsk Industrial Union project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has anyone  told Zed about the Kyivstar project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has anyone  told Zed about the KZHRK project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has someone  told Barry about the Tesla project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has someone  told Charles about the Centerenergo project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has someone  told Dave about the AeroSvit project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has someone  told David about the Foxtrot project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has someone  told Dennis about the Cargill  project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has someone  told Gary about the Amstor project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has someone  told George about the Metro Cash & Carry  project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has someone  told George about the Nikopol Ferroalloy Plant project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has someone  told Gil about the Krukov Carriages project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has someone  told Harry about the Donetsk Industrial Union project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,"Has someone  told Harry about the Porsche  project yet? No, he still ____ know.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,didn't,do,,,,,,,,,,,
CHOICE,present simple,Heather___ amazing impressions of Barry. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,"If Barry___fix that bug soon, he's going to have to cancel his trip to Tajikistan.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Bob___fix that bug soon, he's going to have to cancel his trip to Malaysia.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Chris___fix that bug soon, he's going to have to cancel his trip to Nicaragua.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Edgar___fix that bug soon, he's going to have to cancel his trip to Zambia.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Edward___fix that bug soon, he's going to have to cancel his trip to Mali.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Edward___fix that bug soon, he's going to have to cancel his trip to Panama.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Francis___fix that bug soon, he's going to have to cancel his trip to Honduras.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Francis___fix that bug soon, he's going to have to cancel his trip to Mongolia.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Frank___fix that bug soon, he's going to have to cancel his trip to Cameroon.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Frank___fix that bug soon, he's going to have to cancel his trip to Mexico.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Gabe___fix that bug soon, he's going to have to cancel his trip to Ghana.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If George___fix that bug soon, he's going to have to cancel his trip to Pakistan.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Harold___fix that bug soon, he's going to have to cancel his trip to Lithuania.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Harold___fix that bug soon, he's going to have to cancel his trip to Mozambique.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Jack___fix that bug soon, he's going to have to cancel his trip to Malaysia.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Larry___fix that bug soon, he's going to have to cancel his trip to Sudan.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Mike___fix that bug soon, he's going to have to cancel his trip to Kuwait.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Mike___fix that bug soon, he's going to have to cancel his trip to Philippines.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Norm___fix that bug soon, he's going to have to cancel his trip to Chile.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Sebastien___fix that bug soon, he's going to have to cancel his trip to Philippines.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Tom___fix that bug soon, he's going to have to cancel his trip to Syria.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,"If Tom___fix that bug soon, he's going to have to cancel his trip to Zambia.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
